datatype,wiki_word,qid
encoded video,CVCD,Q5737700
crowded environment video,crowd,Q13430821
crowded real world video,crowd,Q13430821
mobile video,Mobile Lives,Q114148232
mobile live video,Mobile Lives,Q114148232
query based video,query,Q3428776
query video,query,Q3428776
uav video,unmanned aerial vehicle,Q484000
uav vehicle video,unmanned aerial vehicle,Q484000
omnidirectional video,omnidirectional camera,Q684116
omnidirectional video frame,omnidirectional camera,Q684116
honeybee video,Apis mellifera,Q30034
insect movement video,Apis mellifera,Q30034
political speech video,debate,Q179875
debate video,debate,Q179875
avc video,Advanced Video Coding ,Q27967539
av1 video,Advanced Video Coding ,Q27967539
task execution video,task performance and analysis,Q69942478
task performance video,task performance and analysis,Q69942478
environment video,environment,Q2249676
environmental video,environment,Q2249676
color video,environment,Q2249676
color event video,environment,Q2249676
time of flight video,Time-Flight,Q5631747
flight video,Time-Flight,Q5631747
garment flattening video,clothing,Q11460
garment folding video,clothing,Q11460
full body video,physical object,Q223557
whole body video,physical object,Q223557
vessel video,ship,Q11446
maritime obstacle video,ship,Q11446
snowy video,shsnowip,Q7561
snow free video,shsnowip,Q7561
synthetic video,artificiality,Q14623823
cgi video,artificiality,Q14623823
natural video,artificiality,Q14623823
non medical video,artificiality,Q14623823
enhanced video,artificiality,Q14623823
synthetically degraded video,artificiality,Q14623823
drone simulation video,unmanned aerial vehicle,Q484000
aerial event video,unmanned aerial vehicle,Q484000
manned glider video,unmanned aerial vehicle,Q484000
uav tracking video,unmanned aerial vehicle,Q484000
drone and bird detection video,unmanned aerial vehicle,Q484000
cross view tracking video,unmanned aerial vehicle,Q484000
satellite video,unmanned aerial vehicle,Q484000
urban road video frame,traffic,Q4323994
street crossing video,traffic,Q4323994
motorcycle traffic video,traffic,Q4323994
city street video,traffic,Q4323994
baseball game video,traffic,Q4323994
basketball game video,traffic,Q4323994
handball match video,traffic,Q4323994
pose estimation video,pose,Q8514257
calibration video,pose,Q8514257
documentary video,documentary,Q4164344
landmark video,documentary,Q4164344
visible light face video,face,Q37017
multispectral face video,face,Q37017
hand grasping video,hand,Q33767
in hand camera video,hand,Q33767
user query,relation,Q930933
user network,relation,Q930933
user friendship network,relation,Q930933
user relation,relation,Q930933
user friend relationship,relation,Q930933
social network graph,graph,Q141488
social network,graph,Q141488
social connection,graph,Q141488
social network structure,graph,Q141488
human pose,spatial arrangement,Q66424847
human body pose,spatial arrangement,Q66424847
human 6d pose,spatial arrangement,Q66424847
human judgment,judgment,Q12621536
human judgement,judgment,Q12621536
human object interaction,interaction,Q52948
human actions with object,interaction,Q52948
human object human interaction,interaction,Q52948
user post,post,Q7216866
user forum post,post,Q7216866
user answer,post,Q7216866
human motion,motion,Q79782
human trajectory,motion,Q79782
human motion trajectory,motion,Q79782
human face,face,Q37017
human frontal face,face,Q37017
human face deepfake,face,Q37017
human segmentation,segmentation,Q1423946
human classification,segmentation,Q1423946
human perception label,segmentation,Q1423946
human written passage,written work,Q47461344
human written knowledge,written work,Q47461344
human written recap,written work,Q47461344
human written template,written work,Q47461344
human answer,answer,Q1920566
human evaluated facts answer,answer,Q1920566
human evaluated facts ungrounded answer,answer,Q1920566
human evaluated facts poor answer,answer,Q1920566
human motion data,motion,Q79782
human body motion data,motion,Q79782
user instruction,user guide,Q1057179
user guidance,user guide,Q1057179
user story,title,Q783521
user generated title,title,Q783521
user story title,title,Q783521
human avatar interaction,Avatar Creations,Q33188597
human avatar creation,Avatar Creations,Q33188597
user location,geographic location,Q2221906
user movement,geographic location,Q2221906
human bird imitation,imitation,Q1131737
human imitation,imitation,Q1131737
user evaluation,assessment,Q851176
human evaluation,assessment,Q851176
user statistic,demography,Q37732
user demographic,demography,Q37732
user utterance,utterance,Q258403
user check in,utterance,Q258403
user node,utterance,Q258403
user mention,utterance,Q258403
game platform description,platform game,Q828322
platform description,platform game,Q828322
face video,face,Q37017
face video frame,face,Q37017
face video sequence,face,Q37017
face manipulation video,face,Q37017
face mask video,face,Q37017
face video clip,face,Q37017
face expression,face,Q37017
face photo,face,Q37017
face,face,Q37017
face photograph,face,Q37017
camera calibration parameter,calibration,Q736777
camera calibration data,calibration,Q736777
camera calibration file,calibration,Q736777
camera calibration sequence,calibration,Q736777
camera calibration,calibration,Q736777
texture map,texture mapping,Q752176
material map,texture mapping,Q752176
scene understanding,Understanding Images,Q54027784
image comprehension,Understanding Images,Q54027784
image tag,tag,Q658349
video tag,tag,Q658349
camera trajectory,trajectory,Q193139
camera trajectory variant,trajectory,Q193139
bird view maze map,maze,Q606777
obstacles map,maze,Q606777
cartesian bird eye view range map,maze,Q606777
face images with glass,glasses,Q37501
face images with eyeglass,glasses,Q37501
face images without eyeglass,glasses,Q37501
map,map,Q4006
geographical map,map,Q4006
historical map,map,Q4006
colorized map,map coloring,Q7712345
color map,map coloring,Q7712345
evacuation map,inundation,Q301869
flood inundation map,inundation,Q301869
video duration,duration,Q2199864
video length,duration,Q2199864
eeg recording,electrocardiogram,Q13038557
ecg recording,electrocardiogram,Q13038557
heart sound recording,electrocardiogram,Q13038557
fmri recording,electrocardiogram,Q13038557
heart blood flow recording,electrocardiogram,Q13038557
fetal heart rate recording,electrocardiogram,Q13038557
electrocardiogram recording,electrocardiogram,Q13038557
music recording,music,Q638
song recording,music,Q638
headset microphone recording,headset,Q1193170
in ear microphone recording,headset,Q1193170
in ear rigid earpiece microphone recording,headset,Q1193170
earpiece microphone recording,headset,Q1193170
ambisonic recording,Ambisonic UHJ format,Q4741501
first order ambisonics recording,Ambisonic UHJ format,Q4741501
ambisonic speech recording,Ambisonic UHJ format,Q4741501
urban sound recording,city sounds,Q21550473
urban soundscape recording,city sounds,Q21550473
soundscape recording,city sounds,Q21550473
voice signal,waveform,Q1165717
speech waveform,waveform,Q1165717
speech signal,waveform,Q1165717
acoustic phonetic measure,acoustic phonetics,Q424083
acoustic measures documentation,acoustic phonetics,Q424083
mosquito audio recording,Culicidae,Q7367
mosquito acoustic recording,Culicidae,Q7367
polysomnogram recording,polysomnography,Q1754874
polysomnography recording,polysomnography,Q1754874
bilingual speech recording,speech audio recording,Q108680236
multilingual speech recording,speech audio recording,Q108680236
multilingual speech,multiple languages,Q20923490
korean speech,multiple languages,Q20923490
dna sequence,whole-genome sequence,Q104595271
genomic sequence,whole-genome sequence,Q104595271
genome sequence,whole-genome sequence,Q104595271
gene sequence,whole-genome sequence,Q104595271
gait sequence,animal gait,Q2370000
walking sequence,animal gait,Q2370000
walk sequence,animal gait,Q2370000
rna sequence,messenger RNA,Q188928
mrna sequence,messenger RNA,Q188928
string sequence,emoji ZWJ sequence,Q100587415
description sequence,emoji ZWJ sequence,Q100587415
reference sequence,emoji ZWJ sequence,Q100587415
formal language sequence,emoji ZWJ sequence,Q100587415
emoji sequence,emoji ZWJ sequence,Q100587415
high resolution video sequence,8K resolution,Q3456907
4k video sequence,8K resolution,Q3456907
8k video sequence,8K resolution,Q3456907
indoor navigation sequence,navigation,Q102066
outdoor navigation sequence,navigation,Q102066
cad model,Model Cadet,Q102239682
cad rendered model,Model Cadet,Q102239682
acl gan model,generative adversarial network,Q25104379
council gan model,generative adversarial network,Q25104379
cyclegan model,generative adversarial network,Q25104379
classification model,classification,Q13582682
machine learning model,classification,Q13582682
knowledge graph,knowledge graph,Q33002955
semantic graph,knowledge graph,Q33002955
entity graph,knowledge graph,Q33002955
knowledge graph path,knowledge graph,Q33002955
temporal knowledge graph,knowledge graph,Q33002955
knowledge graph edge,knowledge graph,Q33002955
ttl knowledge graph,knowledge graph,Q33002955
also bought graph,knowledge graph,Q33002955
co purchase graph,knowledge graph,Q33002955
financial transaction graph,knowledge graph,Q33002955
explanation graph,knowledge graph,Q33002955
reasoning graph,knowledge graph,Q33002955
conjunction graph,knowledge graph,Q33002955
navigation graph,graph,Q141488
page page graph,graph,Q141488
flow graph,graph,Q141488
vascular graph,graph,Q141488
polymer graph,graph,Q141488
heterogeneous graph,graph,Q141488
web graph,graph,Q141488
concept graph,graph,Q141488
point pattern graph,graph,Q141488
function call graph,graph,Q141488
benchmark graph,graph,Q141488
geo referenced graph,graph,Q141488
training graph,graph,Q141488
evaluation graph,graph,Q141488
access graph,graph,Q141488
replay graph,graph,Q141488
amr graph,graph,Q141488
iam graph,graph,Q141488
scientific abstract,abstract,Q333291
research paper abstract,abstract,Q333291
research abstract,abstract,Q333291
scientific paper abstract,abstract,Q333291
python code,python,Q28865
general purpose python code,python,Q28865
python source code,python,Q28865
pddl code,Protein Data Bank,Q7251429
protein pdb code,Protein Data Bank,Q7251429
environmental sound,Ambient sounds,Q56240638
ambient sound,Ambient sounds,Q56240638
audio: environmental sound,Ambient sounds,Q56240638
gunshot sound,gunshot,Q2992372
gun sound,gunshot,Q2992372
english caption,multiple languages,Q20923490
multilingual caption,multiple languages,Q20923490
3d bounding box,minimum bounding rectangle,Q1134256
3d object bounding box,minimum bounding rectangle,Q1134256
human bounding box,minimum bounding rectangle,Q1134256
person bounding box,minimum bounding rectangle,Q1134256
pedestrian bounding box,minimum bounding rectangle,Q1134256
vehicle bounding box,minimum bounding rectangle,Q1134256
car bounding box,minimum bounding rectangle,Q1134256
3d vehicle bounding box,minimum bounding rectangle,Q1134256
head and face bounding box,minimum bounding rectangle,Q1134256
face bounding box,minimum bounding rectangle,Q1134256
axis aligned bounding box,minimum bounding rectangle,Q1134256
oriented bounding box,minimum bounding rectangle,Q1134256
ground truth 6d object pose,spatial arrangement,Q66424847
ground truth 6 dof object pose,spatial arrangement,Q66424847
high accuracy ground truth,high-definition video,Q2916762
high resolution detail,high-definition video,Q2916762
high dynamic range,high-definition video,Q2916762
low resolution activity,high-definition video,Q2916762
high resolution mesh,high-definition video,Q2916762
robot trajectory,trajectory,Q193139
trajectory,trajectory,Q193139
movement trajectory,trajectory,Q193139
navigation trajectory,trajectory,Q193139
position trajectory,trajectory,Q193139
velocity trajectory,trajectory,Q193139
demonstration trajectory,trajectory,Q193139
aircraft trajectory,trajectory,Q193139
agent trajectory,trajectory,Q193139
ballistic trajectory,trajectory,Q193139
handwritten trajectory,trajectory,Q193139
hand trajectory,trajectory,Q193139
expert trajectory,trajectory,Q193139
kitti trajectory,trajectory,Q193139
simulation trajectory,trajectory,Q193139
chaotic trajectory,trajectory,Q193139
tracking trajectory,trajectory,Q193139
current trajectory,trajectory,Q193139
answer,answer,Q11446
tweet,tweet,Q56119332
documentation,documentation,Q788790
passage,excerpt,Q1385610
instruction,instruction,Q1151067
abstract,abstract,Q333291
comment,comment,Q1749541
music,music,Q638
paragraph,paragraph,Q194431
translation,translation,Q7553
code snippet,snippet,Q1120538
claim,claim,Q95972591
prompt,command prompt,Q1307456
token,access token,Q2292980
relation,relation,Q930933
survey response,survey answer,Q97656500
explanation,explanation,Q7958
evaluation metric,metric,Q17004438
keyword,keyword,Q1072684
story,story,Q1318295
title,title,Q783521
citation,citation,Q1713
response,response,Q1920566
headline,headline,Q1313396
chest x-ray,chest radiograph,Q1283318
paraphrase,paraphrase,Q255189
task instruction,user guide,Q1057179
article title,title,P1476
category,type,Q21146257
sketch,sketch,Q5078274
math word problem,word problem,Q255912
edge,edge,Q3297804
table,table,Q496946
background noise,background noise,Q1371624
author name,author name,Q60557745
url,URL,Q42253
optical flow,optical flow,Q736111
evidence,evidence,Q176763
topic,topic,Q26256810
molecular structure,molecular structure,Q100682626
multiple choice option,multiple choice question,Q28060611
paper abstract,abstract,Q333291
review,review,Q265158
chemical property,chemical property,Q764285
premise,premise,Q321703
argument,argument,Q186619
recipe instruction,recipe,Q219239
context,context,Q813912
node,node,Q1304193
rating,rating,Q851176
sentiment analysis,sentiment analysis,Q2271421
machine translation,machine translation,Q79798
target,target,P533
sign language gesture,hand gesture,Q16639010
hashtag,hashtag,Q278485
movie review,film review,Q69699844
environmental noise,environmental noise,Q2478325
book,book,Q571
weather condition,weather,Q11663
code comment,program comment,Q1141067
event,event,Q1190554
hyperspectral imagery,hyperspectral image,Q132367229
song lyric,lyrics,Q602446
blog post,blog post,Q17928402
material property,material property,Q112225193
reply,response,Q1920566
rdf triple,semantic triple,Q3539534
academic reference,reference,Q1713
demographic,demographics,Q2725376
date,date,Q205892
vital sign,vital signs,Q1067560
multiple choice answer,multiple choice questionnaire,Q867668
phrase,phrase,Q187931
answer candidate,answer,Q1920566
geometric shape,geometric shape,Q815741
brain mri,magnetic resonance imaging of the brain,Q13400786
email content,email,Q9158
narrative,narrative,Q1318295
knowledge graph entity,knowledge graph,Q33002955
logical form,logical form,Q6667497
student essay,essay,Q35760
movie script,screenplay,Q103076
meme,internet meme,Q2927074
definition,definition,Q101072
essay,essay,Q35760
bug report,issue,Q97167596
perturbation,perturbation,Q803623
questionnaire response,survey answer,Q97656500
stock price,share price,Q1020013
trading volume,volume,Q913748
problem statement,problem statement,Q4374193
episodic buffer detail,Baddeley's model of working memory,Q220986
web content,web content,Q3948731
protein structure,protein structure,Q735188
cartoon,cartoon,Q11425
concept,concept,Q151885
eeg,electroencephalography,Q179965
book review,book review,Q637866
pedestrian detection,pedestrian detection,Q2355550
chinese character,Chinese characters,Q8201
network packet,packet,Q214111
chest radiograph,chest radiograph,Q1283318
web page,web page,Q36774
technical documentation,technical documentation,Q1413406
singing voice,singing voice,Q17172850
economic indicator,economic indicator,Q1167393
heart rate,heart rate,Q1073121
proof,proof,Q11538
ambient noise,background noise,Q1371624
hand gesture,hand gesture,Q16639010
diagram,diagram,Q959962
aerial imagery,aerial photograph,Q113670888
academic abstract,abstract,Q333291
eye movement,eye movement,Q760256
ct scan slice,computed tomography,Q32566
command,command,Q1079196
interaction log,logical interaction,Q3153081
mention,mention,Q6817566
occlusion,occlusion,Q968808
sms message,text message,Q13159882
orthographic transcription,orthographic transcription,Q1055909
resting state fmri,resting-state fMRI,Q7316120
electrocardiogram,electrocardiogram,Q13038557
event log,log entry,Q13769783
academic paper title,title,Q783521
website content,web content,Q3948731
presentation slide,presentation slide,Q7240995
alpha matte,alpha compositing,Q693457
jupyter notebook,Jupyter Notebook,Q105099901
short story,short story,Q49084
brain activity,electroencephalography,Q179965
scenario,screenplay,Q103076
plot,plot,Q1758354
activity,activity,Q1914636
commonsense inference,commonsense reasoning,Q5153664
sports action,sport action,Q18175633
artistic style,art style,Q1792644
sign language interpretation,sign language interpretation,Q11497140
joke,joke,Q131138
respiration,respiration,Q9530
supporting evidence,supporting evidence,Q110632057
lemma,lemma,Q207505
error message,error message,Q1332193
time interval,time interval,Q186081
guideline,guideline,Q1630279
speaker utterance,utterance,Q258403
name,name,Q82799
lyric,lyrics,Q602446
anatomical landmark,anatomical landmark,Q66505026
term,term,Q1969448
syntax,syntax,Q1152399
bilingual dictionary,bilingual dictionary,Q2640207
pronoun,pronoun,Q36224
court decision,court decision,Q327000
query rewrite,query rewrite,Q17492388
movie trailer,trailer,Q622550
acronym,acronym,Q101244
biomedical literature,medical literature,Q5977147
statement,statement,Q2684591
machine reading comprehension,machine reading comprehension,Q124149560
fiction,fiction,Q8253
hierarchical structure,hierarchy,Q188619
questions and answer,FAQ,Q189293
profile picture,avatar,Q152402
poetry,poetry,Q482
article abstract,abstract,Q333291
web table,table,Q94100381
message,message,Q133492
virtual environment,virtual environment,Q1002697
dance performance,dance performance,Q3153560
lifestyle vlog,vlog,Q674926
artwork,work of art,Q838948
structural mri,magnetic resonance imaging,Q161238
pull request,pull request,Q68712963
academic paper abstract,abstract,Q333291
technical report,technical report,Q3099732
conclusion,conclusion,Q20665666
movie title,title,Q783521
energy,energy,Q11379
neuroimaging,neuroimaging,Q551875
opinion,opinion,Q3962655
spike train,spike train,Q22307231
manuscript,manuscript,Q87167
acceptability judgment,acceptability judgment task,Q65079176
price,price,Q160151
motor imagery,motor imagery,Q6918191
tutorial,tutorial,Q535741
chart,chart,Q28923
causal relation,causal relationship,Q130278256
location name,locational surname,Q1714800
variable value,variable,Q50701
financial news,business journalism,Q2142888
feedback,feedback,Q183635
instruction prompt,prompt format,Q131939460
case study,case study,Q155207
publication reference,reference,Q1713
ontology,ontology,Q324254
math problem,mathematical problem,Q1166625
analytical solution,closed-form expression,Q777407
